item,itemLabel,SECcode,LSGcode,LGDcode
http://www.wikidata.org/entity/Q101206052,Adkasthala,G14014017,,
http://www.wikidata.org/entity/Q101206033,Bedrampalla,G14014011,,
http://www.wikidata.org/entity/Q101206050,Bajakudlu,G14014016,,
http://www.wikidata.org/entity/Q101206367,Chullikkara,G14026006,,
http://www.wikidata.org/entity/Q101206470,Chettukallu,G14027012,,
http://www.wikidata.org/entity/Q101206519,Kundyam,G14033008,,
http://www.wikidata.org/entity/Q101206522,Pattoli,G14033010,,
http://www.wikidata.org/entity/Q101206659,Kollampara,G14030016,,
http://www.wikidata.org/entity/Q101206364,Udayapuram,G14026003,,
http://www.wikidata.org/entity/Q101206139,Mallavara,G14003006,,
http://www.wikidata.org/entity/Q101206513,Cheriyakkara,G14033005,,
http://www.wikidata.org/entity/Q101206526,Challuvakode,G14033012,,
http://www.wikidata.org/entity/Q101206462,Pookkayam,G14027004,,
http://www.wikidata.org/entity/Q101206632,Nelliyadukkam,G14030003,,
http://www.wikidata.org/entity/Q101206468,Rajapuram,G14027010,,
http://www.wikidata.org/entity/Q101206047,Enmakaje,G14014015,,
http://www.wikidata.org/entity/Q101206380,Anakkallu,G14026019,,
http://www.wikidata.org/entity/Q101206466,Kallar,G14027008,,
http://www.wikidata.org/entity/Q101206511,Kayyur,G14033004,,
http://www.wikidata.org/entity/Q101206041,Gunaje,G14014013,,
http://www.wikidata.org/entity/Q101206025,Perla East,G14014009,,
http://www.wikidata.org/entity/Q101206029,Perla West,G14014010,,
http://www.wikidata.org/entity/Q101206147,Karadka,G14003014,,
http://www.wikidata.org/entity/Q101206135,Mundol,G14003002,,
http://www.wikidata.org/entity/Q101206140,Minchipadavu,G14003007,,
http://www.wikidata.org/entity/Q101206372,Anappetty,G14026011,,
http://www.wikidata.org/entity/Q101206375,Cheralam,G14026014,,
http://www.wikidata.org/entity/Q101206374,Kalichanadukam,G14026013,,
http://www.wikidata.org/entity/Q101206363,Podavadukam,G14026002,,
http://www.wikidata.org/entity/Q101206471,Kottody,G14027013,,
http://www.wikidata.org/entity/Q101206506,Klayikkode,G14033001,,
http://www.wikidata.org/entity/Q101206376,Thayannur,G14026015,,
http://www.wikidata.org/entity/Q101206535,Nalilamkandham,G14033016,,
http://www.wikidata.org/entity/Q101206514,Podavur,G14033006,,
http://www.wikidata.org/entity/Q101206646,Kolamkulam,G14030011,,
http://www.wikidata.org/entity/Q101206141,Kuntar,G14003008,,
http://www.wikidata.org/entity/Q101206134,Paniya,G14003001,,
http://www.wikidata.org/entity/Q101205792,Cheruni,G14001005,,
http://www.wikidata.org/entity/Q101206138,Muchilot,G14003005,,
http://www.wikidata.org/entity/Q101206145,Moodamkulam,G14003012,,
http://www.wikidata.org/entity/Q101206377,Ennappara,G14026016,,
http://www.wikidata.org/entity/Q101206521,Chanadukkam,G14033009,,
http://www.wikidata.org/entity/Q101206373,Myanganam,G14026012,,
http://www.wikidata.org/entity/Q101206509,Kukkottu,G14033003,,
http://www.wikidata.org/entity/Q101206643,Karattu,G14030009,,
http://www.wikidata.org/entity/Q101206631,Koovatty,G14030002,,
http://www.wikidata.org/entity/Q101206652,Kumbalappally,G14030013,,
http://www.wikidata.org/entity/Q101206634,Puthukkunnu,G14030004,,
http://www.wikidata.org/entity/Q101206371,Banam,G14026010,,
http://www.wikidata.org/entity/Q101138450,Venniyoor,G01019005,,
http://www.wikidata.org/entity/Q101138267,Azhamkal,G01017010,,
http://www.wikidata.org/entity/Q101138264,Karumkulam,G01017008,,
http://www.wikidata.org/entity/Q101138291,Kochupally,G01017018,,
http://www.wikidata.org/entity/Q101138323,Punnakulam,G01018014,,
http://www.wikidata.org/entity/Q101138346,Panagodu,G01019004,,
http://www.wikidata.org/entity/Q101138234,Chani,G01016009,,
http://www.wikidata.org/entity/Q101138242,Karichal,G01016013,,
http://www.wikidata.org/entity/Q101138230,Muzhakkolkunnu,G01016008,,
http://www.wikidata.org/entity/Q101138254,Nambyathi,G01017004,,
http://www.wikidata.org/entity/Q101138468,Chavadinada,G01019013,,
http://www.wikidata.org/entity/Q101138455,Mavuvila,G01019007,,
http://www.wikidata.org/entity/Q101137208,Kuzhivila,G01020001,,
http://www.wikidata.org/entity/Q101138244,Oottara,G01016014,,
http://www.wikidata.org/entity/Q101137149,Thoppu,G01021008,,
http://www.wikidata.org/entity/Q101138484,Kovalam,G01019020,,
http://www.wikidata.org/entity/Q101137210,Azhakam,G01020002,,
http://www.wikidata.org/entity/Q101137305,Aruvikara,G01020010,,
http://www.wikidata.org/entity/Q101137155,Palachalkonam,G01021012,,
http://www.wikidata.org/entity/Q101137139,Russelpuram,G01021002,,
http://www.wikidata.org/entity/Q101137301,Karingal,G01020007,,
http://www.wikidata.org/entity/Q101137311,Vandannoor,G01020014,,
http://www.wikidata.org/entity/Q101137313,Vettamangalam,G01020015,,
http://www.wikidata.org/entity/Q101138313,Ambalathumoola,G01018009,,
http://www.wikidata.org/entity/Q101138288,Chembakaramanthura,G01017017,,
http://www.wikidata.org/entity/Q101138281,Erayimmanthura,G01017015,,
http://www.wikidata.org/entity/Q101138240,Nediyakala,G01016012,,
http://www.wikidata.org/entity/Q101138301,Kuzhivilakonam,G01018005,,
http://www.wikidata.org/entity/Q101138294,Mannottukonam,G01018001,,
http://www.wikidata.org/entity/Q101138341,Kadavinmoola,G01019002,,
http://www.wikidata.org/entity/Q101138258,Pambukala,G01017006,,
http://www.wikidata.org/entity/Q101138334,Puliyoorkonam,G01018018,,
http://www.wikidata.org/entity/Q101138337,Pulivila,G01018019,,
http://www.wikidata.org/entity/Q101138305,Sreenarayanapuram,G01018006,,
http://www.wikidata.org/entity/Q101138471,Venganoor,G01019015,,
http://www.wikidata.org/entity/Q101137152,Ramapuram,G01021010,,
http://www.wikidata.org/entity/Q101137136,Eruthavoor,G01021001,,
http://www.wikidata.org/entity/Q101137297,Arumaloor,G01020005,,
http://www.wikidata.org/entity/Q101137142,Punnakkadu,G01021004,,
http://www.wikidata.org/entity/Q101137314,Eruthavoor,G01020016,,
http://www.wikidata.org/entity/Q101137299,Kottampalli,G01020006,,
http://www.wikidata.org/entity/Q101137316,Kilikottukonam,G01020017,,
http://www.wikidata.org/entity/Q101137310,Mannadikonam,G01020013,,
http://www.wikidata.org/entity/Q101138320,Chappath,G01018012,,
http://www.wikidata.org/entity/Q101138261,Kallumukku,G01017007,,
http://www.wikidata.org/entity/Q101138328,Maruthoorkonam,G01018016,,
http://www.wikidata.org/entity/Q101138345,Muttacaud,G01019003,,
http://www.wikidata.org/entity/Q101138462,Eduva,G01019010,,
http://www.wikidata.org/entity/Q101138322,Thekkekonam,G01018013,,
http://www.wikidata.org/entity/Q101137153,Kottukalkonam,G01021011,,
http://www.wikidata.org/entity/Q101137156,Panayarakunnu,G01021013,,
http://www.wikidata.org/entity/Q101137146,Pulliyil,G01021006,,
http://www.wikidata.org/entity/Q101137304,Koovalassery,G01020009,,
http://www.wikidata.org/entity/Q101137294,Thoongampara,G01020004,,
http://www.wikidata.org/entity/Q101137307,Veliyamcodu,G01020011,,
http://www.wikidata.org/entity/Q101138250,Kilithattu,G01017002,,
http://www.wikidata.org/entity/Q101138246,Phc Pulluvila,G01017001,,
http://www.wikidata.org/entity/Q101138256,Paruthuppara,G01017005,,
http://www.wikidata.org/entity/Q101138317,Pulinkudi,G01018011,,
http://www.wikidata.org/entity/Q101138277,Uriyarikkunnu,G01017013,,
http://www.wikidata.org/entity/Q101138464,Mangalathukonam,G01019011,,
http://www.wikidata.org/entity/Q101138238,Mavila,G01016011,,
http://www.wikidata.org/entity/Q101137159,Edamanakuzhi,G01021015,,
http://www.wikidata.org/entity/Q101138236,Lourdepuram,G01016010,,
http://www.wikidata.org/entity/Q101138300,Kollakonam,G01018004,,
http://www.wikidata.org/entity/Q101138308,Moolakkara,G01018007,,
http://www.wikidata.org/entity/Q101138271,Puthiyathura,G01017011,,
http://www.wikidata.org/entity/Q101138481,Thozhichal,G01019019,,
http://www.wikidata.org/entity/Q101137158,Nellivila,G01021014,,
http://www.wikidata.org/entity/Q101137322,Cheenivila,G01020020,,
http://www.wikidata.org/entity/Q101137212,Kandala,G01020003,,
http://www.wikidata.org/entity/Q101137144,Thalayal,G01021005,,
http://www.wikidata.org/entity/Q101137308,Melariyodu,G01020012,,
http://www.wikidata.org/entity/Q101137320,Maranalloor,G01020019,,
http://www.wikidata.org/entity/Q101137303,Office Ward,G01020008,,
http://www.wikidata.org/entity/Q101137323,Perumulloor,G01020021,,
http://www.wikidata.org/entity/Q101138315,Adimalathura,G01018010,,
http://www.wikidata.org/entity/Q101138297,Avanakuzhi,G01018002,,
http://www.wikidata.org/entity/Q101138274,Chekkittavilakam,G01017012,,
http://www.wikidata.org/entity/Q101138299,Mannakkallu,G01018003,,
http://www.wikidata.org/entity/Q101138478,Azhakulam,G01019018,,
http://www.wikidata.org/entity/Q101138472,Dr. Ambedkargramam,G01019016,,
http://www.wikidata.org/entity/Q101138286,Pulluvila,G01017016,,
http://www.wikidata.org/entity/Q101138326,Office Ward,G01018015,,
http://www.wikidata.org/entity/Q101138466,Kattachalkuzhy,G01019012,,
http://www.wikidata.org/entity/Q101138454,Nellivila,G01019006,,
http://www.wikidata.org/entity/Q101138459,Peringammala,G01019009,,
http://www.wikidata.org/entity/Q101138469,Sisilipuram,G01019014,,
http://www.wikidata.org/entity/Q101138252,Panchayath Office,G01017003,,
http://www.wikidata.org/entity/Q101138339,Vellar,G01019001,,
http://www.wikidata.org/entity/Q101137147,Town Ward,G01021007,,
http://www.wikidata.org/entity/Q101138311,Chowara,G01018008,,
http://www.wikidata.org/entity/Q101138456,Office,G01019008,,
http://www.wikidata.org/entity/Q101137150,Anthiyoor,G01021009,,
http://www.wikidata.org/entity/Q101137141,Parakkuzhi,G01021003,,
http://www.wikidata.org/entity/Q101137318,Ooruttambalam,G01020018,,
http://www.wikidata.org/entity/Q101138266,Kochuthura,G01017009,,
http://www.wikidata.org/entity/Q101138279,Pallam,G01017014,,
http://www.wikidata.org/entity/Q101138330,Payattuvila,G01018017,,
http://www.wikidata.org/entity/Q101138475,Kalluvettankuzhy,G01019017,,
http://www.wikidata.org/entity/Q101137927,Arattukuzhy,G01007008,,
http://www.wikidata.org/entity/Q101137898,Kottukonam,G01008011,,
http://www.wikidata.org/entity/Q101137912,Kuruvadu,G01008019,,
http://www.wikidata.org/entity/Q101137995,Kiliyoor,G01007011,,
http://www.wikidata.org/entity/Q101138527,Kunnanvila,G01004015,,
http://www.wikidata.org/entity/Q101138520,Melammakam,G01004012,,
http://www.wikidata.org/entity/Q101138517,Porannoor,G01004011,,
http://www.wikidata.org/entity/Q101138753,Mulluvila,G01005001,,
http://www.wikidata.org/entity/Q101138879,Chekkady,G01006015,,
http://www.wikidata.org/entity/Q101138843,Kanjampazhinji,G01005007,,
http://www.wikidata.org/entity/Q101138851,Pulavangal,G01005013,,
http://www.wikidata.org/entity/Q101138867,Poovar Town,G01006008,,
http://www.wikidata.org/entity/Q101137682,Mankottukonam,G01009003,,
http://www.wikidata.org/entity/Q101137681,Perumbottukonam,G01009002,,
http://www.wikidata.org/entity/Q101137892,Elluvila,G01008007,,
http://www.wikidata.org/entity/Q101137884,Koranamcode,G01008003,,
http://www.wikidata.org/entity/Q101137894,Kudayal,G01008008,,
http://www.wikidata.org/entity/Q101138011,Karikkamancode,G01007019,,
http://www.wikidata.org/entity/Q101138013,Mundanad,G01007020,,
http://www.wikidata.org/entity/Q101137901,Karakonam,G01008012,,
http://www.wikidata.org/entity/Q101137695,Kottamam,G01009011,,
http://www.wikidata.org/entity/Q101137691,Mekolla,G01009009,,
http://www.wikidata.org/entity/Q101137918,Ambalam,G01007002,,
http://www.wikidata.org/entity/Q101137685,Pankottukonam,G01009005,,
http://www.wikidata.org/entity/Q101137904,Chavadi,G01008014,,
http://www.wikidata.org/entity/Q101137902,Kunnathukal,G01008013,,
http://www.wikidata.org/entity/Q101137913,Kottaikal,G01008020,,
http://www.wikidata.org/entity/Q101137915,Paliyodu,G01008021,,
http://www.wikidata.org/entity/Q101138506,Arayoor Kizhakku,G01004008,,
http://www.wikidata.org/entity/Q101138540,Nochiyoor,G01004021,,
http://www.wikidata.org/entity/Q101138509,Ponvila,G01004009,,
http://www.wikidata.org/entity/Q101138513,Thottinkara,G01004010,,
http://www.wikidata.org/entity/Q101138848,Pathanavila,G01005011,,
http://www.wikidata.org/entity/Q101138847,Puthenkada,G01005010,,
http://www.wikidata.org/entity/Q101138863,Poovar Bund,G01006007,,
http://www.wikidata.org/entity/Q101138004,Panachamoodu,G01007015,,
http://www.wikidata.org/entity/Q101138834,Kumili,G01005003,,
http://www.wikidata.org/entity/Q101137687,Manchavilakom,G01009006,,
http://www.wikidata.org/entity/Q101137886,Aruviyodu,G01008004,,
http://www.wikidata.org/entity/Q101137924,Kakkathooky,G01007006,,
http://www.wikidata.org/entity/Q101137889,Narani,G01008005,,
http://www.wikidata.org/entity/Q101137916,Meethy,G01007001,,
http://www.wikidata.org/entity/Q101137907,Vandithadam,G01008016,,
http://www.wikidata.org/entity/Q101138000,Ponnambi,G01007013,,
http://www.wikidata.org/entity/Q101138008,Vencode,G01007017,,
http://www.wikidata.org/entity/Q101138831,Iruvaikonam,G01005002,,
http://www.wikidata.org/entity/Q101138836,Kalumugham,G01005004,,
http://www.wikidata.org/entity/Q101138858,Kanchampazhinji,G01006004,,
http://www.wikidata.org/entity/Q101138842,Mannakallu,G01005006,,
http://www.wikidata.org/entity/Q101138845,Planthottam,G01005009,,
http://www.wikidata.org/entity/Q101137684,Malayilkada,G01009004,,
http://www.wikidata.org/entity/Q101137895,Cheriyakolla,G01008009,,
http://www.wikidata.org/entity/Q101137698,Puthusserimadam,G01009012,,
http://www.wikidata.org/entity/Q101137921,Covilloor,G01007004,,
http://www.wikidata.org/entity/Q101137993,Anchumarankala,G01007010,,
http://www.wikidata.org/entity/Q101137890,Kaivankala,G01008006,,
http://www.wikidata.org/entity/Q101138873,Erikkaluvila,G01006012,,
http://www.wikidata.org/entity/Q101138852,Puruthivila,G01005014,,
http://www.wikidata.org/entity/Q101137997,Manoor,G01007012,,
http://www.wikidata.org/entity/Q101137690,Charuvilakom,G01009008,,
http://www.wikidata.org/entity/Q101137678,Nadoorkolla,G01009001,,
http://www.wikidata.org/entity/Q101137905,Maninadu,G01008015,,
http://www.wikidata.org/entity/Q101138015,Dalummugam,G01007021,,
http://www.wikidata.org/entity/Q101138537,Vlathankara,G01004020,,
http://www.wikidata.org/entity/Q101138850,Mankoottam,G01005012,,
http://www.wikidata.org/entity/Q101138875,T. B,G01006013,,
http://www.wikidata.org/entity/Q101138502,Arayoor,G01004007,,
http://www.wikidata.org/entity/Q101137881,Anavoor,G01008001,,
http://www.wikidata.org/entity/Q101137919,Anapara,G01007003,,
http://www.wikidata.org/entity/Q101137910,Kalayil,G01008018,,
http://www.wikidata.org/entity/Q101137897,Nilamamoodu,G01008010,,
http://www.wikidata.org/entity/Q101138007,Krishnapuram,G01007016,,
http://www.wikidata.org/entity/Q101138023,Kallimoodu,G01007023,,
http://www.wikidata.org/entity/Q101138002,Manathottam,G01007014,,
http://www.wikidata.org/entity/Q101138010,Panchakuzhy,G01007018,,
http://www.wikidata.org/entity/Q101138531,Chenkal,G01004017,,
http://www.wikidata.org/entity/Q101138535,Keezhammakam,G01004019,,
http://www.wikidata.org/entity/Q101138524,Mariapuram,G01004014,,
http://www.wikidata.org/entity/Q101138868,Poovar,G01006009,,
http://www.wikidata.org/entity/Q101138862,Soolamkudy,G01006006,,
http://www.wikidata.org/entity/Q101138870,Varavilathoppu,G01006010,,
http://www.wikidata.org/entity/Q101138871,Beach,G01006011,,
http://www.wikidata.org/entity/Q101137882,Manavari,G01008002,,
http://www.wikidata.org/entity/Q101137922,Koothali,G01007005,,
http://www.wikidata.org/entity/Q101138860,Arumanoor,G01006005,,
http://www.wikidata.org/entity/Q101137694,Dhanuvachapuram,G01009010,,
http://www.wikidata.org/entity/Q101137688,Poovathoor,G01009007,,
http://www.wikidata.org/entity/Q101137908,Mooverikara,G01008017,,
http://www.wikidata.org/entity/Q101137925,Pannimala,G01007007,,
http://www.wikidata.org/entity/Q101138020,Pattamthalaikkal,G01007022,,
http://www.wikidata.org/entity/Q101138844,Thirupuram,G01005008,,
http://www.wikidata.org/entity/Q101138529,Chenkal Kizhakku,G01004016,,
http://www.wikidata.org/entity/Q101138523,Kodankara,G01004013,,
http://www.wikidata.org/entity/Q101138856,Arasummoodu,G01006003,,
http://www.wikidata.org/entity/Q101138533,Vlathankara Kizhakku,G01004018,,
http://www.wikidata.org/entity/Q101138855,Kalayithottam,G01006002,,
http://www.wikidata.org/entity/Q101138877,Kallingavilakom,G01006014,,
http://www.wikidata.org/entity/Q101138838,Pazhayakada,G01005005,,
http://www.wikidata.org/entity/Q101138854,Paraniyam,G01006001,,
http://www.wikidata.org/entity/Q101137991,Vellarada,G01007009,,
http://www.wikidata.org/entity/Q101139009,Kulasekharapuram,G02002012,,
http://www.wikidata.org/entity/Q101133800,Guru Nagar,G01072003,,
http://www.wikidata.org/entity/Q101133824,Njekkade,G01073001,,
http://www.wikidata.org/entity/Q101133920,Nellikode,G01073008,,
http://www.wikidata.org/entity/Q101138894,Kottampally,G02001009,,
http://www.wikidata.org/entity/Q101138909,Kottackupuram,G02002002,,
http://www.wikidata.org/entity/Q101138895,Memana South,G02001010,,
http://www.wikidata.org/entity/Q101138888,Vayanakam,G02001005,,
http://www.wikidata.org/entity/Q101139075,Manappally,G02003011,,
http://www.wikidata.org/entity/Q101139007,Puthentheruvu,G02002011,,
http://www.wikidata.org/entity/Q101139023,Sangappuramukku,G02002020,,
http://www.wikidata.org/entity/Q101133916,Thoppuvila,G01073007,,
http://www.wikidata.org/entity/Q101138896,Changankulangara North,G02001011,,
http://www.wikidata.org/entity/Q101138912,Kalarivathukkal,G02002004,,
http://www.wikidata.org/entity/Q101138885,Memana North,G02001003,,
http://www.wikidata.org/entity/Q101138907,Vallikkavu,G02002001,,
http://www.wikidata.org/entity/Q101139055,Kuthirapanthy,G02003001,,
http://www.wikidata.org/entity/Q101139029,Prayar South A,G02004001,,
http://www.wikidata.org/entity/Q101133797,Kuzhivila,G01072002,,
http://www.wikidata.org/entity/Q101133807,Chathanpara,G01072006,,
http://www.wikidata.org/entity/Q101133645,Muttappalam,G01071018,,
http://www.wikidata.org/entity/Q101133811,Palamkonam,G01072008,,
http://www.wikidata.org/entity/Q101133816,Perumkulam,G01072011,,
http://www.wikidata.org/entity/Q101133817,Poovathumoola,G01072012,,
http://www.wikidata.org/entity/Q101133928,Moongode,G01073012,,
http://www.wikidata.org/entity/Q101133930,Sreenarayanapuram,G01073013,,
http://www.wikidata.org/entity/Q101133925,Thoppil,G01073011,,
http://www.wikidata.org/entity/Q101138898,Changankulangara,G02001012,,
http://www.wikidata.org/entity/Q101139087,Boys H S Ward,G02003017,,
http://www.wikidata.org/entity/Q101139019,Kochumammoodu,G02002018,,
http://www.wikidata.org/entity/Q101138999,Panchayat Center,G02002006,,
http://www.wikidata.org/entity/Q101138903,Valiyakulangara,G02001015,,
http://www.wikidata.org/entity/Q101139079,Kuttippuram,G02003013,,
http://www.wikidata.org/entity/Q101139039,Perinad-b,G02004007,,
http://www.wikidata.org/entity/Q101139013,Puthiyakavu,G02002014,,
http://www.wikidata.org/entity/Q101139085,Thazhava,G02003015,,
http://www.wikidata.org/entity/Q101139069,Palamoodu,G02003009,,
http://www.wikidata.org/entity/Q101133814,Kodithookkikunnu,G01072010,,
http://www.wikidata.org/entity/Q101133821,Kanjirathil,G01072015,,
http://www.wikidata.org/entity/Q101133823,Kavalayoor,G01072016,,
http://www.wikidata.org/entity/Q101133826,Mathurakode,G01073002,,
http://www.wikidata.org/entity/Q101133805,Puthancodu,G01072005,,
http://www.wikidata.org/entity/Q101133906,Kallambalam,G01073004,,
http://www.wikidata.org/entity/Q101133810,Thencherikkonam,G01072007,,
http://www.wikidata.org/entity/Q101133924,Ottoor Krishibhavan,G01073010,,
http://www.wikidata.org/entity/Q101138913,Adinadu North,G02002005,,
http://www.wikidata.org/entity/Q101138899,Changankulangara South,G02001013,,
http://www.wikidata.org/entity/Q101138901,Changankulangara West,G02001014,,
http://www.wikidata.org/entity/Q101139014,Adinad South,G02002015,,
http://www.wikidata.org/entity/Q101138889,Njakkanal,G02001006,,
http://www.wikidata.org/entity/Q101139077,Azhakiyakavu,G02003012,,
http://www.wikidata.org/entity/Q101139025,Kattilkadavu,G02002021,,
http://www.wikidata.org/entity/Q101139060,Manapally North,G02003004,,
http://www.wikidata.org/entity/Q101139010,Punnackulam,G02002013,,
http://www.wikidata.org/entity/Q101139073,Pavumba South,G02003010,,
http://www.wikidata.org/entity/Q101139028,Thurayilkadavu,G02002023,,
http://www.wikidata.org/entity/Q101139186,Kadathoor East,G02003018,,
http://www.wikidata.org/entity/Q101139058,Vadakkum Muri Kizhakk,G02003003,,
http://www.wikidata.org/entity/Q101139026,Community Hall,G02002022,,
http://www.wikidata.org/entity/Q101133828,Chennankode,G01073003,,
http://www.wikidata.org/entity/Q101133813,Kannankara,G01072009,,
http://www.wikidata.org/entity/Q101133818,Kulamuttam,G01072013,,
http://www.wikidata.org/entity/Q101133819,Vankadavu,G01072014,,
http://www.wikidata.org/entity/Q101138891,Madathilkarazhma North,G02001007,,
http://www.wikidata.org/entity/Q101139005,Mannadisseri,G02002010,,
http://www.wikidata.org/entity/Q101139080,Girls H S,G02003014,,
http://www.wikidata.org/entity/Q101139066,Kaliyanchantha,G02003008,,
http://www.wikidata.org/entity/Q101139036,Prayar South E,G02004005,,
http://www.wikidata.org/entity/Q101139065,Pavumba North,G02003007,,
http://www.wikidata.org/entity/Q101139037,Varavila-a,G02004006,,
http://www.wikidata.org/entity/Q101133795,Parthukonam,G01072001,,
http://www.wikidata.org/entity/Q101133909,Mullaramkode,G01073005,,
http://www.wikidata.org/entity/Q101138880,Payikuzhy,G02001001,,
http://www.wikidata.org/entity/Q101139002,Kadathoor,G02002008,,
http://www.wikidata.org/entity/Q101139004,Kurungappally,G02002009,,
http://www.wikidata.org/entity/Q101139032,Prayar South C,G02004003,,
http://www.wikidata.org/entity/Q101139061,Pavumba Temple Ward,G02003005,,
http://www.wikidata.org/entity/Q101139191,Kadathoor,G02003020,,
http://www.wikidata.org/entity/Q101139194,Mullasseril Ward,G02003022,,
http://www.wikidata.org/entity/Q101139192,Samskarika Nilayam Ward,G02003021,,
http://www.wikidata.org/entity/Q101133647,Chavadimukku,G01071019,,
http://www.wikidata.org/entity/Q101133802,Manamboor,G01072004,,
http://www.wikidata.org/entity/Q101133922,Panchayat Office,G01073009,,
http://www.wikidata.org/entity/Q101133913,Vettimankonam,G01073006,,
http://www.wikidata.org/entity/Q101138910,H. S. S,G02002003,,
http://www.wikidata.org/entity/Q101138892,Madathilkarazhma,G02001008,,
http://www.wikidata.org/entity/Q101139062,Chirackal,G02003006,,
http://www.wikidata.org/entity/Q101138882,Oachira,G02001002,,
http://www.wikidata.org/entity/Q101138906,Payikuzhy South,G02001017,,
http://www.wikidata.org/entity/Q101139001,Neelikulam,G02002007,,
http://www.wikidata.org/entity/Q101139189,Chittumoola,G02003019,,
http://www.wikidata.org/entity/Q101139086,Karutheri,G02003016,,
http://www.wikidata.org/entity/Q101139031,Prayar South B,G02004002,,
http://www.wikidata.org/entity/Q101139021,Sakthikulangara,G02002019,,
http://www.wikidata.org/entity/Q101139056,Vadakkum Muri,G02003002,,
http://www.wikidata.org/entity/Q101139017,Health Center,G02002017,,
http://www.wikidata.org/entity/Q101139016,Puthenchantha,G02002016,,
http://www.wikidata.org/entity/Q101138904,Valiyakulangara North,G02001016,,
http://www.wikidata.org/entity/Q101139034,Prayar South D,G02004004,,
http://www.wikidata.org/entity/Q101138886,Memana,G02001004,,
http://www.wikidata.org/entity/Q101137006,Mangalapuram,G01029009,,
http://www.wikidata.org/entity/Q101134557,Azhoor Temple,G01031002,,
http://www.wikidata.org/entity/Q101136838,Keezhavoor,G01027006,,
http://www.wikidata.org/entity/Q101136858,Sreepadam,G01027017,,
http://www.wikidata.org/entity/Q101136851,Thekkevila,G01027013,,
http://www.wikidata.org/entity/Q101136992,Kailathukonam,G01029001,,
http://www.wikidata.org/entity/Q101136984,Marianadu North,G01028020,,
http://www.wikidata.org/entity/Q101137014,Kozhimzda,G01029014,,
http://www.wikidata.org/entity/Q101136988,Puthukurichy West,G01028022,,
http://www.wikidata.org/entity/Q101137131,Kalluvetty,G01030017,,
http://www.wikidata.org/entity/Q101137560,Poonkulam,G01026019,,
http://www.wikidata.org/entity/Q101134566,Azhoor L. P. S,G01031006,,
http://www.wikidata.org/entity/Q101134563,Kolichira,G01031005,,
http://www.wikidata.org/entity/Q101134579,Kannukalivanam,G01031011,,
http://www.wikidata.org/entity/Q101137009,Edavilakam,G01029011,,
http://www.wikidata.org/entity/Q101137026,Manalakam,G01030001,,
http://www.wikidata.org/entity/Q101136975,Puthanthope South,G01028014,,
http://www.wikidata.org/entity/Q101136979,Puthuval,G01028017,,
http://www.wikidata.org/entity/Q101137003,Pattam,G01029007,,
http://www.wikidata.org/entity/Q101137032,Vavara Ambalam,G01030004,,
http://www.wikidata.org/entity/Q101137051,Mannara,G01030014,,
http://www.wikidata.org/entity/Q101136978,Vettuthura,G01028016,,
http://www.wikidata.org/entity/Q101134559,Ganapathiyam Kovil,G01031003,,
http://www.wikidata.org/entity/Q101134576,Gandhismarakom,G01031010,,
http://www.wikidata.org/entity/Q101134555,Madanvila,G01031001,,
http://www.wikidata.org/entity/Q101134570,Muttappalam,G01031008,,
http://www.wikidata.org/entity/Q101134573,Thettichira,G01031009,,
http://www.wikidata.org/entity/Q101136833,Koithoorkonam,G01027003,,
http://www.wikidata.org/entity/Q101136966,Menamkulam,G01028009,,
http://www.wikidata.org/entity/Q101137028,Nethajipuram,G01030002,,
http://www.wikidata.org/entity/Q101136996,Poikayil,G01029003,,
http://www.wikidata.org/entity/Q101136974,St. Andrew's,G01028013,,
http://www.wikidata.org/entity/Q101137040,Plamoodu,G01030007,,
http://www.wikidata.org/entity/Q101137004,Thonnakkal,G01029008,,
http://www.wikidata.org/entity/Q101137017,Valikonam,G01029016,,
http://www.wikidata.org/entity/Q101137558,Kakkamoola,G01026018,,
http://www.wikidata.org/entity/Q101134585,Akkaravila,G01031014,,
http://www.wikidata.org/entity/Q101136866,Channankara,G01028004,,
http://www.wikidata.org/entity/Q101136861,Cheramanthuruthu,G01028001,,
http://www.wikidata.org/entity/Q101136964,Chittattumukku,G01028008,,
http://www.wikidata.org/entity/Q101136995,Chempakamangalam,G01029002,,
http://www.wikidata.org/entity/Q101137042,Ayiroopara,G01030008,,
http://www.wikidata.org/entity/Q101137007,Karamoodu,G01029010,,
http://www.wikidata.org/entity/Q101137000,Kudavoor,G01029005,,
http://www.wikidata.org/entity/Q101137020,Kottarakkari,G01029018,,
http://www.wikidata.org/entity/Q101137019,Mullasseri,G01029017,,
http://www.wikidata.org/entity/Q101136969,Vilayilkulam,G01028011,,
http://www.wikidata.org/entity/Q101137011,Varikamukku,G01029012,,
http://www.wikidata.org/entity/Q101137133,Vengode,G01030018,,
http://www.wikidata.org/entity/Q101136856,Kandal,G01027016,,
http://www.wikidata.org/entity/Q101136862,Kadinamkulam,G01028002,,
http://www.wikidata.org/entity/Q101136967,Kalpana,G01028010,,
http://www.wikidata.org/entity/Q101137048,Karoor,G01030012,,
http://www.wikidata.org/entity/Q101134588,Perunguzhi Junction,G01031015,,
http://www.wikidata.org/entity/Q101136829,Karichara,G01027001,,
http://www.wikidata.org/entity/Q101136841,Paichira,G01027008,,
http://www.wikidata.org/entity/Q101136869,Padinjattumukku,G01028006,,
